线路编码,线路名称,设备编码,内部编码,车牌号
10632,龙芦专线,260E0667,W9B-166,沪BT4246
10632,龙芦专线,260E0331,W9B-167,沪BT4366
10632,龙芦专线,260E0711,W9B-168,沪BT4350
10632,龙芦专线,260E0010,W9B-169,沪BT4386
10632,龙芦专线,260E0710,W9B-170,沪BT4336
10632,龙芦专线,260E0701,W9B-171,沪BT4355
10632,龙芦专线,263L0277,W9A-199,沪B-90367
10632,龙芦专线,269L3106,W9A-192,沪B-89742
10632,龙芦专线,269L3377,W9A-194,沪B-90140
10632,龙芦专线,269L1972,W9A-195,沪B-90335
10632,龙芦专线,269L0009,W9A-196,沪B-89841
10632,龙芦专线,269L2063,W9D-019,沪D-58212
10632,龙芦专线,260E0470,W9B-075,沪B-R6311
10642,龙新芦专线,263L0224,L0H-058,沪D90960
10642,龙新芦专线,269L2926,L0H-052,沪D90955
10642,龙新芦专线,269L1584,L0H-060,沪D90953
10642,龙新芦专线,269L1136,L0H-063,沪D90542
10642,龙新芦专线,269L2784,L0H-064,沪D90912
10642,龙新芦专线,263L0273,L0H-067,沪D90958
10642,龙新芦专线,269L2642,L0H-053,沪D90921
10642,龙新芦专线,269L0991,L0H-054,沪D90746
10642,龙新芦专线,269L3320,L0H-056,沪D90965
10642,龙新芦专线,269L1399,L0H-061,沪D90966
10642,龙新芦专线,269L1378,L0H-062,沪D90935
10642,龙新芦专线,269L3218,L0H-065,沪D90939
10642,龙新芦专线,269L3034,L0H-066,沪D90896
10642,龙新芦专线,269L3136,L0H-068,沪D90978
10642,龙新芦专线,269L3223,L0H-069,沪D90962
10642,龙新芦专线,263L0299,L0H-059,沪D90949
12101,芦潮港1路,269L1680,W7B-068,沪D-66440
12101,芦潮港1路,260E0052,S7A-066,沪B-Q5595
12101,芦潮港1路,260E0030,S7A-067,沪B-Q5606
12101,芦潮港1路,269L0931,W7B-067,沪D-66443
10643,芦杜专线,269L0889,W9D-067,沪D-77810
10643,芦杜专线,269L2216,W9D-066,沪D-77832
10643,芦杜专线,269L0245,W9D-075,沪D-77860
10643,芦杜专线,269L2506,W9D-076,沪D-77806
10643,芦杜专线,269L2583,W9D-077,沪D-77828
10643,芦杜专线,269L0054,W9D-068,沪D-77792
10643,芦杜专线,269L0721,W9D-081,沪D-77846
10643,芦杜专线,269L2595,W9D-079,沪D-77820
10643,芦杜专线,269L2592,W9D-080,沪D-77861
10643,芦杜专线,269L2566,W9D-072,沪D-77850
10643,芦杜专线,269L0196,W9D-071,沪D-77760
10643,芦杜专线,269L0172,W9D-070,沪D-77858
10643,芦杜专线,269L1934,W9D-069,沪D-77862
10643,芦杜专线,269L1756,W9D-073,沪D-77835
10643,芦杜专线,269L1575,W9D-065,沪D-77865
10643,芦杜专线,269L2538,W9D-078,沪D-77800
10643,芦杜专线,269L2511,W9D-074,沪D-77838
60004,陆家嘴金融城1路,050L0050,X8A-010,沪B-L8416
60004,陆家嘴金融城1路,050A0080,X8A-009,沪B-L8400
60004,陆家嘴金融城1路,050A0025,X8A-007,沪B-L8463
60004,陆家嘴金融城1路,050H0282,X8A-006,沪B-L8467
60004,陆家嘴金融城1路,050K0217,X8A-004,沪B-L8477
60004,陆家嘴金融城1路,050K0085,X8A-005,沪B-L8240
60004,陆家嘴金融城1路,050J0637,X8A-002,沪B-L8439
60004,陆家嘴金融城1路,050A0021,X8A-003,沪B-L8442
60004,陆家嘴金融城1路,050A0027,X8A-001,沪B-L8247
60004,陆家嘴金融城1路,050G0011,X8A-008,沪B-L8460
60098,陆家嘴金融城2路,050K0203,X8A-014,沪B-S9413
60098,陆家嘴金融城2路,050H0083,X8A-018,沪B-T4391
60098,陆家嘴金融城2路,050H0287,X8A-020,沪B-T4330
60098,陆家嘴金融城2路,050A0172,X8A-013,沪B-T4255
60098,陆家嘴金融城2路,050J0543,X8A-017,沪B-T4337
60098,陆家嘴金融城2路,050H0166,X8A-015,沪B-T4348
60098,陆家嘴金融城2路,050K0044,X8A-016,沪B-T4325
60098,陆家嘴金融城2路,050K0180,X8A-019,沪B-T4363
60098,陆家嘴金融城2路,050G0012,X8A-011,沪B-T4387
60098,陆家嘴金融城2路,050L0091,X8A-012,沪B-T4193
60099,陆家嘴金融城3路,050H0209,X8A-025,沪B-T4312
60099,陆家嘴金融城3路,050L0163,X8A-023,沪B-T4287
60099,陆家嘴金融城3路,050L0098,X8A-024,沪B-S5241
60099,陆家嘴金融城3路,050J0381,X8A-022,沪B-S9147
60099,陆家嘴金融城3路,050J0401,X8A-021,沪B-T4370
60099,陆家嘴金融城3路,050H0167,X8A-026,沪B-T4071
60099,陆家嘴金融城3路,050L0266,X8A-027,沪B-T4291
60099,陆家嘴金融城3路,050L0165,X8A-028,沪B-T4419
60099,陆家嘴金融城3路,050L0183,X8A-029,沪B-T4372
60099,陆家嘴金融城3路,05TST116,CSX-002,CSX-002
60099,陆家嘴金融城3路,050H0946,X8A-030,沪B-T4375
120881,南川线,059L3428,W9H-042,沪D-G1845
120881,南川线,059L3422,W9H-060,沪D-G1867
120881,南川线,059L3460,W9H-058,沪D-G1860
120881,南川线,059L3553,W9H-057,沪D-G1853
120881,南川线,059L3263,W9H-056,沪D-G1873
120881,南川线,059L3335,W9H-055,沪D-G1840
120881,南川线,059L3281,W9H-051,沪D-G1833
120881,南川线,059L3488,W9H-050,沪D-G1835
120881,南川线,059L3326,W9H-049,沪D-G1871
120881,南川线,059L3271,W9H-048,沪D-G1779
120881,南川线,059L2730,W9H-052,沪D-G1812
120881,南川线,059L3442,W9H-053,沪D-G0445
120881,南川线,059L3441,W9H-054,沪D-G1883
120881,南川线,059L3470,W9H-059,沪D-G1878
120881,南川线,059L3416,W9H-041,沪D-F8736
120881,南川线,059L3397,W9H-043,沪D-G1877
120881,南川线,059L3251,W9H-044,沪D-G1876
120881,南川线,059L3415,W9H-045,沪D-G0432
120881,南川线,059L3398,W9H-046,沪D-G1868
120881,南川线,059L3203,W9H-047,沪D-G1866
4,南汇备车,260E0033,NH-001,沪C15560
4,南汇备车,260E0106,K7D-004,沪B-R9102
4,南汇备车,260F0008,PJQX-009,沪B-74851
4,南汇备车,260E0665,PJQX-010,沪B-S4671
4,南汇备车,269L2211,W9D-046,沪D-77872
4,南汇备车,260E0854,S0E-256,沪B-67095
83002,南汇二分公司备车,260L0237,S9A-093,沪B-91236
83002,南汇二分公司备车,269L2591,W7B-138,沪D82615
83002,南汇二分公司备车,260J0174,S9C-011,沪D-24533
83002,南汇二分公司备车,260H0903,W7A-100,沪D-04971
83003,南汇三分公司备车,269L1550,W9A-189,沪B-90317
83003,南汇三分公司备车,269L0723,W9A-191,沪B-90340
83003,南汇三分公司备车,260H0047,L2B-026,沪B-67301
83003,南汇三分公司备车,260H0179,L2B-027,沪B-67249
83003,南汇三分公司备车,260G0106,L2B-022,沪B-55275
83003,南汇三分公司备车,269L1783,L2B-007,沪B-47021
83003,南汇三分公司备车,260L0200,L2B-012,沪B-47045
83003,南汇三分公司备车,269L2753,L2B-013,沪B-47046
83003,南汇三分公司备车,269L0843,S2F-109,沪B-26403
83003,南汇三分公司备车,260L0246,S9A-102,沪B-91235
83003,南汇三分公司备车,260E0533,K7D-001,沪B-R6742
83003,南汇三分公司备车,260E0009,K7D-003,沪B-R9016
83003,南汇三分公司备车,260L0181,L2B-025,沪B-67231
83003,南汇三分公司备车,269L2171,W7C-030,沪DC5840
80001,南汇通勤车,260K0131,L2B-001,沪B-47032
80001,南汇通勤车,260L0269,L2B-019,沪B-47037
80001,南汇通勤车,269L0556,L2B-021,沪B-55299
80001,南汇通勤车,269L2023,L2B-023,沪B-55300
80001,南汇通勤车,260L0209,L2B-024,沪B-55266
80001,南汇通勤车,260K0075,L2B-014,沪B-47025
80001,南汇通勤车,263L0320,L2B-020,沪B-46946
80001,南汇通勤车,260L0222,L2B-017,沪B-47042
80001,南汇通勤车,269L2741,L2B-018,沪B-47043
80001,南汇通勤车,260L0223,L2B-008,沪B-47091
80001,南汇通勤车,260G0178,L2B-016,沪B-46927
80001,南汇通勤车,260A0107,L2B-015,沪B-47051
80001,南汇通勤车,269L0773,L2B-009,沪B-46941
80001,南汇通勤车,260L0212,L2B-011,沪B-47033
83001,南汇一分公司备车,260L0229,J7A-023,沪B-85358
83001,南汇一分公司备车,269L3423,W7C-058,沪D-F8965
83001,南汇一分公司备车,260L0227,J7A-020,沪B-85290
83001,南汇一分公司备车,269L1620,W9D-023,沪D58186
83001,南汇一分公司备车,260L0148,J7A-034,沪B-90311
83001,南汇一分公司备车,260E0274,K7D-002,沪B-R6827
12088,南南线,269L1298,S0E-243,沪B-51041
12088,南南线,269L2201,S0E-249,沪B-53986
12088,南南线,269L1207,S0E-248,沪B-53989
12088,南南线,269L1142,S0E-247,沪B-51411
12088,南南线,269L2941,S0E-244,沪B-51240
12088,南南线,269L2041,S0E-242,沪B-51342
12088,南南线,269L1185,S0E-239,沪B-51405
12088,南南线,269L1283,S0E-093,沪B-18447
12088,南南线,269L2904,S0E-017,沪B-17135
12088,南南线,260E0392,S0E-257,沪B-67155
12088,南南线,269L1047,S0E-253,沪B-67092
12088,南南线,269L0911,S0E-252,沪B-66040
12088,南南线,269L1113,S0E-251,沪B-67158
12088,南南线,269L1607,S0E-245,沪B-51419
12088,南南线,269L0924,W9D-085,沪D-77823
12088,南南线,269L0919,S0E-163,沪B-23152
12088,南南线,269L1601,S0E-162,沪B-23200
12088,南南线,269L1684,S0E-164,沪B-23196
12088,南南线,269L1732,S0E-090,沪B-18846
12088,南南线,269L3295,S0E-165,沪B-23199
10702,南七线,260E0298,X9B-150,沪B-46775
10702,南七线,260E0581,X9B-213,沪B-52447
10702,南七线,269L2588,W9D-014,沪D-58092
10702,南七线,269L2888,W9D-016,沪D-58139
10702,南七线,269L1630,W9D-017,沪D-58107
10702,南七线,269L2835,W9D-015,沪D-58121
10702,南七线,260E0278,X9B-148,沪B-46770
10702,南七线,260E0643,X9B-154,沪B-46786
10718,南新专线,260E0007,W0F-003,沪D-07529
10718,南新专线,269L1076,W0B-009,沪B-D2141
10718,南新专线,269L0982,W0B-013,沪B-D2045
10718,南新专线,260J0690,S9A-027,沪B-81540
10718,南新专线,269L0224,W0A-118,沪B-80472
10718,南新专线,269L1125,W0A-119,沪B-80405
10718,南新专线,269L1068,W0A-120,沪B-80411
10718,南新专线,269L1092,W0B-003,沪B-D1945
10718,南新专线,269L0717,W0B-008,沪B-D2167
10718,南新专线,269L0975,W0B-017,沪B-D2075
10718,南新专线,269L1561,W0B-018,沪B-D1975
10718,南新专线,263L0260,W0B-020,沪B-D2049
10718,南新专线,269L1053,W0A-127,沪B-80043
10718,南新专线,269L1012,W0A-128,沪B-80441
10718,南新专线,269L1024,W0A-129,沪B-80427
10718,南新专线,269L1296,W0A-131,沪B-80461
10718,南新专线,269L0998,W0A-132,沪B-80407
10718,南新专线,269L1372,W0A-133,沪B-80446
10718,南新专线,269L2368,W0A-134,沪B-80453
10718,南新专线,269L0876,W0B-005,沪B-D2127
10718,南新专线,260E0830,W0F-001,沪D-05977
10718,南新专线,269L1229,W0A-130,沪B-80436
10718,南新专线,260E0712,W0F-002,沪D-07519
10718,南新专线,260E0454,W0F-005,沪D05981
10718,南新专线,269L1611,W0F-039,沪D-58076
10718,南新专线,269L1008,W0A-121,沪B-80477
10718,南新专线,269L1100,W0A-122,沪B-80445
10718,南新专线,269L2047,W0A-123,沪B-80431
10718,南新专线,269L0979,W0A-124,沪B-80482
10718,南新专线,269L0195,W0A-125,沪B-80470
10718,南新专线,269L1095,W0A-126,沪B-80349
10718,南新专线,260E0410,W0F-004,沪D-05945
10718,南新专线,260E0617,W0F-012,沪D-07507
10718,南新专线,269L2581,W0F-038,沪D-58165
10718,南新专线,269L0174,W0F-040,沪D-55465
10718,南新专线,263L0097,W0F-041,沪D-58162
10718,南新专线,269L2714,W0F-042,沪D-45742
10718,南新专线,260E0135,S9C-010,沪B-T4456
12204,南园1路,260L0128,K7C-038,沪B-D1188
12204,南园1路,260L0137,K7C-039,沪B-D1149
10699,南闵专线,269L1171,S9A-028,沪B-81642
10699,南闵专线,269L1511,S9A-029,沪B-81045
10699,南闵专线,260E0011,S9A-030,沪B-81403
10699,南闵专线,269L3480,S9A-016,沪B-81459
10699,南闵专线,269L1506,W0A-142,沪B-80421
10699,南闵专线,269L0742,W0A-143,沪B-80342
10699,南闵专线,269L1110,W0A-145,沪B-80475
10699,南闵专线,263L0297,W0A-146,沪B-80437
10699,南闵专线,269L1821,W0A-147,沪B-80443
10699,南闵专线,269L1074,W0A-149,沪B-80142
10699,南闵专线,269L2818,S9A-001,沪B-81460
10699,南闵专线,269L1397,S9A-002,沪B-81402
10699,南闵专线,269L1596,S9A-003,沪B-81421
10699,南闵专线,269L1365,S9A-006,沪B-81417
10699,南闵专线,269L3390,S9A-007,沪B-81470
10699,南闵专线,269L3252,S9A-008,沪B-81347
10699,南闵专线,269L1114,S9A-009,沪B-81407
10699,南闵专线,269L1303,S9A-010,沪B-81640
10699,南闵专线,269L1513,S9A-011,沪B-81049
10699,南闵专线,269L1135,S9A-012,沪B-81562
10699,南闵专线,269L1524,S9A-013,沪B-81431
10699,南闵专线,269L1036,S9A-014,沪B-81412
10699,南闵专线,269L1134,S9A-015,沪B-81427
10699,南闵专线,269L2613,S9A-017,沪B-81435
10699,南闵专线,269L1360,S9A-018,沪B-81247
10699,南闵专线,269L1089,S9A-019,沪B-81411
10699,南闵专线,269L1015,S9A-020,沪B-81467
10699,南闵专线,269L1073,S9A-021,沪B-81491
10699,南闵专线,269L2259,S9A-022,沪B-81497
10699,南闵专线,269L1111,S9A-023,沪B-81245
10699,南闵专线,269L1069,S9A-024,沪B-81541
10699,南闵专线,269L1553,S9A-025,沪B-80749
10699,南闵专线,269L0956,S9A-004,沪B-81409
10699,南闵专线,269L1184,S9A-032,沪B-80941
10699,南闵专线,269L1504,S9A-026,沪B-81445
10699,南闵专线,269L3180,S9A-005,沪B-81400
10699,南闵专线,269L1576,S9A-031,沪B-81493
11077,泥城1路,260L0123,K7C-034,沪B-D1139
11077,泥城1路,260L0127,K7C-035,沪B-D0747
11078,泥城2路,269L1546,K7C-045,沪B-D1146
11078,泥城2路,269L0970,K7C-025,沪B-D1049
11078,泥城2路,269L0937,W9A-197,沪B-89945
11078,泥城2路,269L0727,W9A-031,沪B-78739
11080,泥城4路,269L3139,W7C-026,沪DC5838
11080,泥城4路,269L3214,W7C-029,沪DC5785
11080,泥城4路,269L3147,W7C-027,沪DC5823
12148,泥城5路,260L0095,K7C-027,沪B-D1142
12148,泥城5路,260K0017,K7C-028,沪B-D1137
20032,平安班1,229L1217,S0H-022,沪B-27670
20032,平安班1,229L1291,S0H-025,沪B-31907
20032,平安班1,229L1131,S0H-026,沪B-31927
20032,平安班1,229L1267,S0H-028,沪B-31976
20032,平安班1,229L1268,S0H-037,沪B-32018
20032,平安班1,223L0331,S0Y-002,沪D-58291
20032,平安班1,229L0251,S0Y-004,沪D-58439
20032,平安班1,229L0102,S0F-007,沪B-80465
20032,平安班1,229L1084,S0F-001,沪B-19195
20032,平安班1,229L1150,Z9B-017,沪B-29653
20032,平安班1,229L1144,S0F-002,沪B-19205
20032,平安班1,229L1256,S0H-030,沪B-32008
20032,平安班1,229L1042,S0H-071,沪B-42496
20032,平安班1,229L1276,S0F-015,沪B-80612
20032,平安班1,229L1055,S0G-043,沪B-67246
20032,平安班1,229L0043,S0Y-003,沪D-58240
20032,平安班1,229L3046,S0F-014,沪B-80592
20032,平安班1,229L1252,S0G-042,沪B-67140
20032,平安班1,229L0652,S0G-001,沪B-19171
20032,平安班1,229L2851,Z9B-018,沪B-29620
20032,平安班1,229L1085,S0H-040,沪B-42341
20032,平安班1,229L1266,S0F-003,沪B-19193
20032,平安班1,229L1180,S0F-004,沪B-19220
20032,平安班1,229L1158,S0F-005,沪B-19218
20032,平安班1,229L1273,S0F-009,沪B-80523
20032,平安班1,229L0988,S0Y-001,沪D-58392
20032,平安班1,229L0693,S0F-010,沪B-80546
20032,平安班1,229L0689,S0F-011,沪B-80561
20032,平安班1,229L0623,S0F-013,沪B-80591
20032,平安班1,229L0558,S0F-018,沪B-80649
20032,平安班1,229L0620,S0F-016,沪B-80632
20032,平安班1,229L1062,S0G-002,沪B-19207
20032,平安班1,229L1052,S0G-011,沪B-19221
20032,平安班1,229L1045,S0G-010,沪B-19258
20032,平安班1,229L1285,S0G-009,沪B-19225
20032,平安班1,22TST122,S0G-008,沪B-19165
20032,平安班1,229L0906,S0G-007,沪B-19185
20032,平安班1,229L1288,S0G-003,沪B-19203
20032,平安班1,229L1021,S0G-004,沪B-19190
20032,平安班1,229L1172,S0G-005,沪B-19151
20032,平安班1,229L1187,S0G-006,沪B-19211
20032,平安班1,229L0684,S0H-019,沪B-27446
