线路编码,线路名称,设备编码,内部编码,车牌号
10338,785路,559L2973,S2H-060,沪B-E2618
10338,785路,553L0290,S2H-061,沪B-E2445
10338,785路,559L2964,S2H-062,沪B-E2513
10338,785路,559L2951,S2H-063,沪B-E1007
10338,785路,550E0351,S2H-069,沪B-E2612
10338,785路,559L2978,S2H-068,沪B-E2628
10338,785路,559L2969,S2H-064,沪B-E2626
10338,785路,559L2318,S2H-065,沪B-D9441
10338,785路,559L2946,S2H-066,沪B-E2461
10338,785路,559L2952,S2H-067,沪B-E2598
10338,785路,550E0853,S2H-070,沪B-E4533
10338,785路,550E0843,S2H-071,沪B-E2605
10338,785路,550E0083,S2H-072,沪B-E2621
10338,785路,550E0842,S2H-073,沪B-E2540
10338,785路,550E0260,S2H-074,沪B-E2601
10338,785路,550E0394,S2H-075,沪B-E2631
10338,785路,559L0568,W0E-063,沪D-98340
10338,785路,559L2920,W0E-064,沪D-98445
10338,785路,550J0188,W0E-026,沪D-08241
10338,785路,550G0200,W0E-025,沪D-08423
10338,785路,559L0674,W0E-027,沪D-08437
10339,786路,550L0291,S0E-203,沪B-24839
10339,786路,550K0280,W0A-097,沪B-27448
10339,786路,550L0289,S0E-197,沪B-23143
10339,786路,550E0385,W9B-067,沪B-R2508
10339,786路,550E0411,W9B-062,沪B-R2551
10339,786路,550E0249,W9B-061,沪B-R2519
10339,786路,550E0393,W9B-060,沪B-R2532
10339,786路,550H0202,W0A-016,沪B-15931
10339,786路,550E0368,W9B-041,沪B-R2155
10339,786路,550L0299,S0E-204,沪B-24841
10339,786路,559L0928,W0A-156,沪B-39451
10339,786路,550H0191,W0A-017,沪B-15973
10339,786路,550L0300,S0E-205,沪B-24882
10339,786路,550L0296,S0E-201,沪B-24743
10339,786路,559L1770,W9D-091,沪D-82472
10339,786路,559L1964,W9D-089,沪D-82500
10339,786路,559L2202,W9D-090,沪D-82432
10339,786路,550J0383,W0A-015,沪B-15977
10339,786路,550L0295,S0E-202,沪B-24741
10340,787路,550J0426,W0E-021,沪D-08459
10340,787路,550J0769,W0E-020,沪D-11586
10340,787路,559L0865,W0E-023,沪D-08447
10340,787路,550J0142,W0E-022,沪D-08490
10340,787路,550A0070,W0E-019,沪D-11577
10340,787路,550J0316,W0E-018,沪D-08470
10340,787路,550G0171,W0E-017,沪D-08475
10340,787路,550H0005,W0E-016,沪D-11588
10340,787路,550J0694,W0E-015,沪D-11587
10340,787路,553L0314,W0E-014,沪D-08446
10340,787路,550J0141,W0E-013,沪D-08401
10340,787路,550J0530,W0E-012,沪D-08245
10340,787路,550J0531,W0E-008,沪D-08413
10340,787路,550J0428,W0E-007,沪D-08473
10340,787路,559L2968,W0E-070,沪D-98420
10340,787路,559L0619,W0E-068,沪D-98437
10340,787路,559L2167,W0E-066,沪D-98442
10340,787路,559L2757,W0E-065,沪D-98490
10340,787路,559L0046,W0E-067,沪D-98436
10340,787路,559L3153,W0E-069,沪D-98417
10340,787路,559L1976,W0E-024,沪D-08487
10340,787路,559L0709,W0E-010,沪D-11569
10340,787路,550J0153,W0E-009,沪D-08440
10340,787路,550J0143,W0E-011,沪D-08471
10342,789路,559L2657,S0J-021,沪D-97621
10342,789路,559L2504,S0J-022,沪D-97795
10342,789路,559L2369,S0J-025,沪D-97792
10342,789路,553L0284,S0J-026,沪D-97842
10342,789路,559L0938,S0J-027,沪D-97843
10342,789路,559L1379,S0J-004,沪D-97796
10342,789路,553L0321,S0J-005,沪D-97657
10342,789路,559L0084,S0J-006,沪D-97811
10342,789路,559L0588,S0J-007,沪D-97798
10342,789路,559L0565,S0J-011,沪D-97738
10342,789路,553L0298,S0J-012,沪D-97749
10342,789路,553L0325,S0J-015,沪D-97752
10342,789路,559L2697,S0J-016,沪D-97778
10342,789路,559L2836,S0J-017,沪D-97736
10342,789路,559L1345,S0J-018,沪D-97797
10342,789路,559L3165,S0J-019,沪D-97780
10342,789路,550L0298,S0E-134,沪B-22583
10342,789路,550L0290,S0E-135,沪B-22596
10342,789路,559L3372,S0J-057,沪D-D7989
10342,789路,559L3307,S0J-058,沪D-D7983
10343,790路,229L1507,W1B-031,沪D-B9208
10343,790路,229L1806,L0H-017,沪D-90913
10343,790路,229L0713,W2G-011,沪D-75953
10343,790路,229L3211,L0H-048,沪D-94458
10343,790路,229L1013,L0H-005,沪D-90908
10343,790路,229L1280,W2G-002,沪D-75961
10343,790路,229L3301,W2G-001,沪D-75929
10343,790路,229L1059,W2G-004,沪D-75968
10343,790路,229L1075,W1B-033,沪D-B9206
10343,790路,229L3364,W1B-027,沪D-B9189
10343,790路,229L3339,W1B-026,沪D-B9199
10343,790路,229L1622,W1B-032,沪D-B9219
10343,790路,229L0114,L0H-006,沪D-09097
10343,790路,229L1330,L0H-008,沪D-90882
10343,790路,229L0705,L0H-011,沪D-90731
10343,790路,229L0632,L0H-015,沪D-90922
10343,790路,229L0541,L0H-016,沪D-90876
10343,790路,229L2271,L0H-018,沪D-90919
10343,790路,229L0165,L0H-019,沪D-90863
10343,790路,229L1779,L0H-012,沪D-90898
10343,790路,229L1954,W2G-005,沪D-75930
10343,790路,229L2328,W2G-006,沪D-75933
10343,790路,229L1974,W2G-007,沪D-75969
10343,790路,223L0166,W2G-008,沪D-75897
10343,790路,229L2536,W2G-009,沪D-75949
10343,790路,229L3077,W2G-010,沪D-75889
10343,790路,229L0783,W2G-012,沪D-73971
10343,790路,229L3058,L0H-007,沪D-90903
10343,790路,229L3062,L0H-009,沪D-90883
10343,790路,229L0100,L0H-010,沪D-90889
10343,790路,229L2025,L0H-013,沪D-90897
10343,790路,229L2292,L0H-014,沪D-90918
10343,790路,229L0204,W2G-003,沪D-75908
10344,791路,229L0657,W9A-132,沪B-81241
10344,791路,220E0528,S0I-015,沪B-R7592
10344,791路,229L2077,W2G-019,沪D-75981
10344,791路,229L0175,W2G-020,沪D-75846
10344,791路,229L0690,W2G-021,沪D-75965
10344,791路,229L2000,W2G-022,沪D-75986
10344,791路,229L0577,W1S-004,沪D-D7879
10344,791路,229L0563,W9A-129,沪B-80497
10344,791路,229L0846,W9A-130,沪B-81346
10344,791路,229L0010,W9A-133,沪B-81141
10344,791路,229L0666,W9A-134,沪B-81545
10344,791路,229L0202,W9A-135,沪B-81953
10344,791路,229L0536,W9A-136,沪B-81923
10344,791路,229L0768,W9A-137,沪B-81945
10344,791路,220E0466,S0I-014,沪B-R7598
10344,791路,220E0548,S0I-016,沪B-R7540
10344,791路,220E0486,S0I-017,沪B-R7570
10344,791路,229L0951,W9A-131,沪B-81243
10345,792路,059L1865,S2H-001,沪B-D9146
10345,792路,050J0313,S0I-039,沪D-11950
10345,792路,059L1773,S2H-003,沪B-D9242
10345,792路,059L3327,S2H-004,沪B-D9047
10345,792路,059L1912,S2H-005,沪B-D9247
10345,792路,059L1819,S2H-006,沪B-D9403
10345,792路,059L1771,S0I-034,沪D-11953
10345,792路,059L1791,S0I-036,沪D-11978
10345,792路,059L2733,S0I-038,沪D-11983
10345,792路,059L1763,S2H-007,沪B-D9349
10345,792路,059L1689,S2H-008,沪B-D9246
10345,792路,059L2602,W1B-012,沪D-98441
10345,792路,059L1097,W1B-013,沪D-A0893
10345,792路,059L3175,W1B-014,沪D-A0823
10345,792路,059L3079,W1B-015,沪D-A0832
10345,792路,059L2899,W1B-009,沪D-A0846
10345,792路,059L3187,W1B-010,沪D-A0913
10345,792路,059L3115,W1B-011,沪D-98401
10345,792路,059L2339,S0I-032,沪D-11979
10345,792路,059L1788,S0I-033,沪D-11998
10345,792路,059L2311,S0I-035,沪D-11961
10345,792路,050L0133,S0I-037,沪D-11870
10345,792路,059L1828,S2H-002,沪B-D9410
10347,794路,220E0492,W9B-108,沪B-R7050
10347,794路,229L2541,S0I-087,沪D-52885
10347,794路,220E0554,W9B-103,沪B-R7102
10347,794路,220E0510,W9B-104,沪B-R7082
10347,794路,220E0004,W9B-105,沪B-R2757
10347,794路,220E0509,W9B-106,沪B-R7071
10347,794路,220E0501,W9B-107,沪B-R7100
10347,794路,229L2146,S0I-089,沪D-52843
10347,794路,220E0525,W9B-109,沪B-R7068
10347,794路,220E0538,W9B-110,沪B-R2740
10347,794路,229L2873,S0G-022,沪B-67049
10347,794路,229L0821,W2H-040,沪D-94019
10347,794路,229L2658,W2H-039,沪D-94003
10347,794路,223L0368,S0I-088,沪D-52903
10347,794路,220E0068,W9B-102,沪B-R7057
10348,795路,559L1585,W0A-166,沪B-39540
10348,795路,559L0247,S0J-040,沪D97763
10348,795路,559L2975,S0J-039,沪D97816
10348,795路,559L2877,S0J-041,沪D97801
10348,795路,559L1264,S0J-042,沪D97802
10348,795路,559L2935,S0J-043,沪D97803
10348,795路,559L1577,W2B-025,沪B-89161
10348,795路,559L1564,W2B-026,沪B-89125
10348,795路,559L2814,W2B-028,沪B-89156
10348,795路,559L1594,W2B-029,沪B-89140
10348,795路,559L2133,W2B-030,沪B-89029
10348,795路,559L1595,W2B-027,沪B-88647
10348,795路,559L2534,W2B-032,沪B-89118
10348,795路,559L3300,W2B-033,沪B-89081
10348,795路,559L1389,W2B-034,沪B-88547
10348,795路,559L1526,W2B-035,沪B-89102
10348,795路,559L1536,W2B-039,沪B-88043
10348,795路,559L2932,S0J-032,沪D-97828
10348,795路,559L2885,S0J-029,沪D-97570
10348,795路,553L0372,S0J-036,沪D-97836
10348,795路,559L2857,S0J-034,沪D-97710
10348,795路,559L2922,S0J-031,沪D-97832
10348,795路,559L1311,W2B-031,沪B-89015
10933,796路,050H0105,X9B-101,沪B-27200
10933,796路,050A0142,X9B-090,沪B-26941
10933,796路,050K0032,X9B-091,沪B-26947
10933,796路,050A0013,X9B-093,沪B-27146
10933,796路,050K0007,X9B-099,沪B-27193
10933,796路,050A0194,X9B-103,沪B-27229
10933,796路,050G0044,X9B-192,沪B-51040
10933,796路,050K0038,X9B-102,沪B-27207
10933,796路,050J0402,X9B-184,沪B-50917
10933,796路,050L0087,X9B-095,沪B-27161
10933,796路,050A0192,X9B-104,沪B-27230
10933,796路,050K0166,X9B-098,沪B-27191
10933,796路,050K0167,X9B-092,沪B-27041
10956,798路,059L3273,S0I-161,沪D-77627
10956,798路,059L1664,S0I-163,沪D-77602
10956,798路,059L1882,S0I-153,沪D-77553
10956,798路,059L2933,W1A-075,沪D-A0827
10956,798路,059L2996,W1A-074,沪D-A0981
10956,798路,059L2815,W1A-073,沪D-A0831
10956,798路,059L2802,W1A-072,沪D-A0871
10956,798路,059L2727,W1A-057,沪D-98435
10956,798路,059L2699,W1A-056,沪D-98438
10956,798路,059L3028,W1A-068,沪D-98492
10956,798路,059L1775,S0I-158,沪D-73746
10956,798路,059L2422,S0I-154,沪D-77597
10956,798路,059L1846,S0I-165,沪D-77549
10956,798路,059L1305,S0I-164,沪D-77540
10956,798路,059L0965,S0I-162,沪D-77616
10956,798路,059L1727,S0I-160,沪D-77639
10956,798路,059L1945,S0I-159,沪D-77612
10956,798路,059L1153,S0I-157,沪D-77603
10956,798路,059L3131,S0I-156,沪D-77605
10956,798路,059L2514,S0I-155,沪D-77516
10956,798路,059L0968,S0I-166,沪D-77620
10956,798路,059L1118,S0I-152,沪D-77625
60055,799路,059L0578,W0G-015,沪D-41288
60055,799路,059L2680,W0G-014,沪D-41120
60055,799路,059L2866,W1A-062,沪D-98425
60055,799路,059L3157,W1A-061,沪D-98415
60055,799路,059L2937,W1A-060,沪D-98496
60055,799路,059L2831,W1A-059,沪D-98412
60055,799路,059L2810,W1A-058,沪D-A0833
60055,799路,050K0008,S0E-015,沪B-17109
60055,799路,059L1625,S0E-020,沪B-17063
60055,799路,059L1742,S0E-230,沪B-43460
60055,799路,059L1658,S0E-227,沪B-43413
60055,799路,059L1893,S0E-226,沪B-43541
60055,799路,059L2107,S0E-225,沪B-43321
60055,799路,059L1661,S0E-229,沪B-43410
60055,799路,059L0628,W0G-017,沪D-24841
60055,799路,050K0022,S0E-016,沪B-17103
60055,799路,059L1888,S2B-002,沪B-97849
60055,799路,059L1877,S2B-001,沪B-97455
60055,799路,059L1961,S0E-101,沪B-18795
60055,799路,059L1644,S0E-021,沪B-17128
60055,799路,059L1363,W0G-016,沪D-24641
60055,799路,059L1799,S0E-028,沪B-17055
60055,799路,050K0011,S0E-018,沪B-17158
10364,815路,220H0033,S0I-049,沪D-24617
10364,815路,229L2395,W2H-030,沪D-94038
10364,815路,220J0615,S0I-047,沪D-24589
10364,815路,220H0926,S0G-049,沪B-80343
10364,815路,220E0329,S0G-038,沪B-67435
10364,815路,220E0033,S0G-055,沪B-80673
10364,815路,220E0291,S0G-054,沪B-80672
10364,815路,220E0037,S0G-053,沪B-80571
10364,815路,220E0629,S0G-052,沪B-80512
10364,815路,220E0184,S0G-051,沪B-80496
10364,815路,220E0242,S0G-036,沪B-67423
10364,815路,220E0171,S0G-035,沪B-67422
10364,815路,220E0104,S0G-034,沪B-67402
10364,815路,220E0256,S0G-033,沪B-67401
10364,815路,220E0312,S0G-032,沪B-67352
10364,815路,220E0512,S0G-031,沪B-67341
10364,815路,220E0089,S0G-027,沪B-67269
10364,815路,220E0156,S0G-057,沪B-80767
10364,815路,220E0144,S0G-037,沪B-67433
10364,815路,220H0142,S0G-017,沪B-67270
10364,815路,229L1548,W2H-032,沪D-94021
10364,815路,229L3137,W2H-031,沪D-94035
10364,815路,229L0697,W2H-029,沪D-94025
10364,815路,229L2805,W2H-028,沪D-90940
10364,815路,220H0219,S0I-050,沪D-24649
10364,815路,220H0145,S0I-048,沪D-24655
10065,81路,059L1781,S2B-044,沪B-D0489
10065,81路,059L1656,S2B-009,沪B-97442
10065,81路,059L1703,S2B-007,沪B-97461
10065,81路,059L1660,S2B-005,沪B-97061
10065,81路,059L1737,S2B-004,沪B-96841
10065,81路,059L0828,W1A-020,沪D-94203
10065,81路,059L2862,W1A-066,沪D-A0866
10065,81路,059L1777,S2B-042,沪B-D0491
10065,81路,059L1707,S2B-010,沪B-97440
10065,81路,059L2924,W1A-021,沪D-94075
10065,81路,059L3112,W1A-067,沪D-98440
10065,81路,059L0809,W1A-065,沪D-98495
10065,81路,059L1690,S2B-056,沪B-D0348
10065,81路,059L1193,W1A-031,沪D-94085
10065,81路,059L3013,W1A-029,沪D-94143
10065,81路,059L2998,W1A-027,沪D-94172
10065,81路,059L3144,W1A-024,沪D-94158
10065,81路,059L3195,W1A-022,沪D-94167
10065,81路,059L2868,W1A-018,沪D-86747
10065,81路,059L3113,W1A-032,沪D-94103
10065,81路,059L3051,W1A-030,沪D-94051
10065,81路,059L2929,W1A-028,沪D-94047
10065,81路,059L3118,W1A-026,沪D-90748
10065,81路,059L2833,W1A-025,沪D-94188
10065,81路,059L2844,W1A-023,沪D-94200
10065,81路,059L3076,W1A-019,沪D-94153
10065,81路,059L3102,W1A-017,沪D-86742
10065,81路,059L1735,W1A-033,沪D-94189
10066,82路,559L2738,W0E-032,沪D-98332
10066,82路,559L1591,W0A-174,沪B-45031
10066,82路,559L3069,W0E-036,沪D-98403
10066,82路,559L2675,W0E-034,沪D-98405
10066,82路,559L2669,W0E-037,沪D-98392
10066,82路,559L3078,W0E-039,沪D-98416
10066,82路,559L2842,W0E-041,沪D-98497
10066,82路,559L2942,W0E-038,沪D-98348
10066,82路,559L2992,W0E-040,沪D-98480
10066,82路,553L0323,W0E-042,沪D-98447
10066,82路,559L2320,W0E-031,沪D-98342
10066,82路,559L2079,W0E-033,沪D-98498
10066,82路,559L2230,W0A-064,沪B-18903
10066,82路,559L1535,W0A-195,沪B-53446
10066,82路,559L1593,W0A-073,沪B-27439
10066,82路,559L1057,W0A-198,沪B-53347
10066,82路,559L1242,W0A-201,沪B-53542
10066,82路,559L1006,W0A-062,沪B-18879
10066,82路,559L1530,W0A-167,沪B-39742
10066,82路,559L1975,W0E-035,沪D-98247
10067,83路,550K0278,W0A-095,沪B-27507
10067,83路,550A0024,W0A-098,沪B-27443
10067,83路,550A0063,W0A-069,沪B-18910
10067,83路,550K0282,W0A-070,沪B-18908
10067,83路,550K0281,W0A-094,沪B-27417
10067,83路,550H0009,W0A-081,沪B-27430
10067,83路,550K0132,W0A-001,沪B-15993
10067,83路,550K0237,W0A-005,沪B-15985
10067,83路,550H0130,W0A-019,沪B-15972
10381,843路,229L3159,W0F-063,沪D-58427
10381,843路,229L1562,W0F-062,沪D-58499
10381,843路,229L0036,W0F-057,沪D-58437
10381,843路,223L0367,W0F-056,沪D-58143
10381,843路,229L0542,W0F-055,沪D-58480
10381,843路,229L0604,W0F-054,沪D-58468
10381,843路,229L0653,W0F-052,沪D-58412
10381,843路,229L0649,W0F-049,沪D-58436
10381,843路,229L2507,W0F-045,沪D-58486
10381,843路,229L0551,W0F-053,沪D-58500
10381,843路,229L0579,W0F-065,沪D-58245
10381,843路,229L0763,W0F-061,沪D-58463
10381,843路,229L0545,W0F-046,沪D-58483
10381,843路,229L1847,W0F-050,沪D-58492
10381,843路,229L3037,W0F-047,沪D-58489
10381,843路,223L0347,W0F-048,沪D-58242
10381,843路,229L3340,W0F-051,沪D-58435
10381,843路,229L0589,W0F-058,沪D-58431
10381,843路,229L2193,W0F-064,沪D-58440
10381,843路,229L2908,W0F-066,沪D-61508
10381,843路,229L0552,W0F-043,沪D-58423
10381,843路,229L2141,W0F-044,沪D-58482
10068,84路,559L2783,W9B-037,沪B-R2212
10068,84路,550E0365,W9B-036,沪B-R0947
10068,84路,550E0339,W9B-034,沪B-R2211
10068,84路,550E0600,W9B-033,沪B-R2227
10068,84路,559L3246,W7B-042,沪D-39120
10068,84路,550E0671,W9B-066,沪B-R2552
10068,84路,550E0408,W9B-065,沪B-R2505
10068,84路,550E0366,W9B-035,沪B-R2135
10068,84路,550E0413,W9B-064,沪B-R2550
10069,85路,059L0903,W2B-100,沪B-D2403
10069,85路,059L1874,W2B-102,沪B-D2420
10069,85路,059L1641,W2B-085,沪B-D2429
10069,85路,059L1873,Q4A-009,沪B-61097
10069,85路,059L1944,W2B-105,沪B-D2065
10069,85路,059L1906,W2B-095,沪B-D2401
10069,85路,059L1128,W2B-084,沪B-D2402
10069,85路,059L3389,W2B-104,沪B-D2405
10069,85路,059L1615,W2B-083,沪B-D2418
10069,85路,059L0912,W2B-101,沪B-D2349
10069,85路,059L1618,W2B-096,沪B-D2415
10069,85路,059L1776,W2B-099,沪B-D2430
10069,85路,059L1931,W2B-103,沪B-D2367
10069,85路,059L1883,Q4A-001,沪A-F0288
10069,85路,059L1782,Q4A-005,沪A-F0289
10069,85路,059L1608,W2B-098,沪B-D2438
10069,85路,059L1647,W2B-086,沪B-D2419
10069,85路,059L1734,W2B-087,沪B-D2305
10069,85路,059L1896,W2B-089,沪B-D2375
10069,85路,059L1894,W2B-090,沪B-D2416
10069,85路,059L1948,W2B-092,沪B-D2392
10069,85路,059L1708,Q4A-003,沪A-F0305
10069,85路,059L1712,Q4A-008,沪B-61170
10069,85路,059L1665,Q4A-002,沪A-F0323
10069,85路,059L2875,Q4A-004,沪A-F0313
10069,85路,059L1892,Q4A-006,沪B-61166
10069,85路,059L1872,Q4A-007,沪B-61133
10069,85路,059L1713,Q4A-010,沪B-61151
10069,85路,059L1509,W2B-097,沪B-D2406
10069,85路,059L1794,W2B-088,沪B-D2197
10069,85路,059L1864,W2B-091,沪B-D2457
10069,85路,059L1629,W2B-094,沪B-D2342
10069,85路,059L0944,W2B-093,沪B-D2271
10400,863路,229L1160,W0A-229,沪B-87513
10400,863路,223L0316,W0A-231,沪B-87887
10400,863路,223L0334,W0A-225,沪B-87872
10400,863路,223L0292,W0A-224,沪B-87613
10400,863路,223L0305,W0A-226,沪B-87907
10400,863路,223L0332,W0A-230,沪B-87792
10400,863路,223L0288,W0A-232,沪B-87928
10400,863路,223L0264,W0A-233,沪B-87915
10400,863路,223L0256,W0A-228,沪B-87695
10400,863路,229L2589,W0A-223,沪B-87908
10400,863路,223L0238,W0A-227,沪B-87631
10407,871路,559L1314,W0A-078,沪B-27471
10407,871路,559L1335,W0A-183,沪B-45082
10407,871路,559L0913,S2F-022,沪B-20741
10407,871路,559L1501,W2B-011,沪B-47406
10407,871路,559L1126,W2B-012,沪B-47440
10407,871路,559L0945,W2B-013,沪B-47442
10407,871路,559L0963,W2B-014,沪B-47457
10407,871路,559L1196,S0E-206,沪B-24881
10407,871路,559L1115,S0E-207,沪B-24885
10407,871路,559L0958,S0E-208,沪B-24851
10407,871路,559L0948,W0A-066,沪B-18926
10407,871路,559L3293,S0J-060,沪D-D7980
10407,871路,559L2850,S0J-059,沪D-D7986
10407,871路,559L1141,W0A-077,沪B-27495
10407,871路,559L1547,W0A-179,沪B-45002
10407,871路,559L1541,W0A-075,沪B-27479
10407,871路,559L3100,W0A-214,沪B-53437
10407,871路,559L0946,W0A-099,沪B-27457
10407,871路,559L1310,W0A-169,沪B-45115
10407,871路,559L2032,W0A-170,沪B-46060
10407,871路,559L1634,W0A-181,沪B-45076
10407,871路,559L1011,W0A-197,沪B-53472
10407,871路,559L1347,W0A-207,沪B-53481
10407,871路,559L1392,W0A-178,沪B-45062
10407,871路,559L0950,W0A-213,沪B-53461
10407,871路,559L0902,S2F-021,沪B-20753
10407,871路,559L3333,W0A-177,沪B-45021
10407,871路,559L1351,W0A-182,沪B-45059
10407,871路,559L0618,W0A-180,沪B-45073
10961,915路,559L2562,W0A-038,沪B-17826
10961,915路,559L2251,W0A-042,沪B-18237
10961,915路,559L2022,W0A-100,沪B-27483
10961,915路,559L2072,W0B-025,沪B-D2339
10961,915路,559L0996,W0B-024,沪B-D2331
10961,915路,559L2037,W0B-021,沪B-D2262
10961,915路,559L2237,W0B-022,沪B-D2227
10961,915路,559L2307,W0B-023,沪B-D2283
10961,915路,559L2118,W0B-026,沪B-D2332
10450,955路,550K0288,S2F-067,沪B-25093
10450,955路,550L0218,S2F-088,沪B-25100
10450,955路,550E0101,W2C-010,沪B-E0227
10450,955路,550E0257,W2C-015,沪B-E0269
10450,955路,550E0890,W2C-016,沪B-E0275
10450,955路,550E0263,W2C-017,沪B-E0282
10450,955路,550K0271,W2C-018,沪B-E0283
10450,955路,550E0567,W2C-008,沪B-E0215
10450,955路,550G0198,S2F-053,沪B-25115
10450,955路,550K0297,S2F-068,沪B-25027
10450,955路,550H0085,W2C-019,沪B-E0285
10450,955路,550H0276,W2C-020,沪B-E0286
10450,955路,550H0067,W2C-021,沪B-E0287
10450,955路,550H0079,W2C-022,沪B-E0288
10450,955路,550H0087,W2C-023,沪B-E0301
10450,955路,550E0013,S1B-003,沪B-36537
10450,955路,550G0015,S0E-067,沪B-17215
10450,955路,550E0304,S1B-002,沪B-36532
10450,955路,550E0855,S1B-004,沪B-36546
10450,955路,550E0398,S1B-009,沪B-39140
10450,955路,550E0029,W2C-002,沪B-E0075
10450,955路,550E0622,W2C-003,沪B-E0079
10450,955路,550E0254,W2C-004,沪B-E0189
10450,955路,550E0253,W2C-005,沪B-E0197
10450,955路,550E0402,W2C-006,沪B-E0210
10450,955路,559L0531,W2C-007,沪B-E0213
10450,955路,550E0376,W2C-009,沪B-E0225
10450,955路,550E0883,W2C-011,沪B-E0235
10450,955路,550E0097,W2C-012,沪B-E0250
10450,955路,550E0095,W2C-013,沪B-E0260
10450,955路,550E0098,W2C-014,沪B-E0261
10450,955路,559L2198,S2F-023,沪B-20759
10450,955路,559L0964,S2F-024,沪B-20441
10450,955路,550K0300,S2F-084,沪B-25103
10450,955路,550K0296,S2F-085,沪B-25129
10450,955路,550L0214,S2F-086,沪B-25211
10450,955路,550K0147,S2F-087,沪B-25183
10450,955路,550E0356,W2C-001,沪B-E0037
10454,961路,220E0311,S0G-082,沪B-86247
10454,961路,220E0038,S0G-066,沪B-86246
10454,961路,220E0475,S0G-065,沪B-86043
10454,961路,220E0285,S0G-083,沪B-86245
10454,961路,220E0693,S0G-078,沪B-85496
10454,961路,220E0689,S0G-080,沪B-85841
10454,961路,220E0841,S0G-085,沪B-85941
10454,961路,220H0185,S0G-084,沪B-85475
10454,961路,220E0065,S0G-079,沪B-86240
10454,961路,220E0044,S0G-076,沪B-86141
10454,961路,220E0561,S0G-073,沪B-85953
10454,961路,220E0152,S0G-072,沪B-85443
10454,961路,220E0074,S0G-070,沪B-86046
10454,961路,220E0295,S0G-069,沪B-86037
10454,961路,220E0334,S0G-077,沪B-85940
10454,961路,220E0282,S0G-074,沪B-85241
10454,961路,220E0193,S0G-067,沪B-86149
10454,961路,220E0736,S0G-071,沪B-86142
10454,961路,220E0136,S0G-068,沪B-85947
10454,961路,220E0747,S0G-075,沪B-86241
10460,969路,559D0001,W0A-050,沪B-18899
10460,969路,5530022F,S0D-028,沪A-T4990
10460,969路,5530009F,S0D-274,沪B-03956
10460,969路,5530011F,S0D-151,沪A-T9426
10460,969路,5530012F,S0D-282,沪B-04002
10460,969路,559L1559,W0A-055,沪B-18913
10460,969路,559L0039,W0A-023,沪B-16053
10460,969路,559L1304,W0A-025,沪B-18097
10460,969路,559D0016,W0A-049,沪B-18935
10460,969路,559L1522,W0A-048,沪B-18906
10460,969路,559L3142,W0A-047,沪B-18868
10460,969路,559D0007,W0A-056,沪B-18918
10460,969路,553L0248,W0A-053,沪B-18938
10460,969路,559D0014,W0A-051,沪B-18856
10460,969路,559L1255,W0A-057,沪B-18893
10460,969路,559D0023,W0A-186,沪B-45098
10460,969路,559D0024,W0A-184,沪B-45099
10460,969路,559L0939,W0A-168,沪B-39417
10460,969路,559L1391,W0A-165,沪B-39547
10460,969路,559D0011,W0A-076,沪B-27346
10460,969路,559D0009,W0A-079,沪B-27508
10460,969路,559L3289,W0A-068,沪B-18937
10460,969路,559L3163,W0A-071,沪B-27441
10460,969路,5530010F,S0D-275,沪B-03933
10460,969路,5530006F,S0D-279,沪B-03953
10460,969路,5530001F,S0D-278,沪B-03991
10460,969路,5530004F,S0D-280,沪B-03932
10460,969路,553L0336,W0A-185,沪B-45019
10460,969路,5530005F,S0D-146,沪A-T9455
10460,969路,5530003F,S0D-180,沪A-T9657
10461,970路,550K0212,W0A-113,沪B-77641
10461,970路,550K0243,W0A-110,沪B-76941
10461,970路,550K0241,W0A-115,沪B-77940
10461,970路,550K0239,W0A-116,沪B-78142
10461,970路,550K0261,W0A-117,沪B-78172
10461,970路,550L0292,S0E-068,沪B-17190
10461,970路,550H0068,W0A-107,沪B-43845
10461,970路,559L1581,W0A-155,沪B-39945
10461,970路,559L0528,W0F-091,沪D-58311
10461,970路,559L0505,W0F-098,沪D-58308
10461,970路,553L0313,W0F-097,沪D-58331
10461,970路,559L0524,W0F-096,沪D-58329
10461,970路,559L0527,W0F-095,沪D-58282
10461,970路,553L0237,W0F-094,沪D-58252
10461,970路,559L0090,W0F-093,沪D-58321
10461,970路,550H0177,W0A-096,沪B-27489
10461,970路,550H0064,W0A-101,沪B-24798
10461,970路,550H0095,W0A-102,沪B-43490
10461,970路,550G0160,W0A-103,沪B-43497
10461,970路,550H0060,W0A-104,沪B-43790
10461,970路,550K0062,W0A-105,沪B-43841
10461,970路,550H0062,W0A-106,沪B-43842
10461,970路,559L0927,W0F-092,沪D-58267
10461,970路,550H0008,S0E-070,沪B-17209
10461,970路,550K0190,W0A-108,沪B-43851
10461,970路,550A0017,W0A-109,沪B-43872
10461,970路,550H0065,W0A-111,沪B-77042
10461,970路,550K0245,W0A-112,沪B-77421
10461,970路,550G0092,W0A-114,沪B-77741
10462,971路,059L1371,W0G-019,沪D-24541
10462,971路,059L2373,W0G-059,沪D-75709
10462,971路,059L1692,S0E-113,沪B-19189
10462,971路,059L1871,S0E-114,沪B-19045
10462,971路,059L3391,S0E-071,沪B-18887
10462,971路,059L1729,S0E-072,沪B-18839
10462,971路,059L2100,S0E-102,沪B-18641
10462,971路,059L1850,W0G-056,沪D-75758
10462,971路,059L2266,W0G-053,沪D-73847
